srch_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,booking_bool
17,129,NULL,NULL,31,73790,3,4,0,6.69,0.6081,5.15,197.06,0,6285,4,194,4,1,2,1,NULL,433.42,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,1.0,0.0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,78834,3,4.5,0,6.91,0.6483,5.58,299.42,0,6285,4,194,4,1,2,1,NULL,433.81,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,18.0,-1.0,0.0,18.0,-1.0,0.0,18.0,NULL,NULL,NULL,0
17,129,NULL,NULL,31,82886,4,4.5,0,6.9,0.7496,5.34,202.18,1,6285,4,194,4,1,2,1,NULL,433.88,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,83594,3,4,0,6.76,0.7088,5.1,179.14,0,6285,4,194,4,1,2,1,NULL,433.61,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,4.0,NULL,1.0,NULL,1.0,0.0,3.0,NULL,NULL,NULL,0
17,129,NULL,NULL,31,84999,3,4.5,0,6.8,0.767,5.15,243.12,0,6285,4,194,4,1,2,1,NULL,433.66,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,85819,3,3,0,6.35,0.1618,5.06,138.2,0,6285,4,194,4,1,2,1,NULL,434.43,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,87596,3,2.5,0,6.91,0.727,5.07,182.98,0,6285,4,194,4,1,2,1,NULL,433.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,90634,4,4,0,6.4,0.1864,5.54,185.54,1,6285,4,194,4,1,2,1,NULL,434.46,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,91671,3,4,0,6.74,0.7005,5.14,225.21,0,6285,4,194,4,1,2,1,NULL,433.54,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,101782,4,4,0,6.9,0.7543,5.7,231.61,1,6285,4,194,4,1,2,1,NULL,433.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,104381,4,4,0,6.74,0.6728,5.3,262.32,0,6285,4,194,4,1,2,1,NULL,433.67,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,114872,4,4.5,0,6.82,0.7505,5.73,225.21,0,6285,4,194,4,1,2,1,NULL,433.61,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,116414,3,3,0,6.89,0.7614,5.22,165.07,0,6285,4,194,4,1,2,1,NULL,433.92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,119357,3,4,0,6.88,0.7592,5.04,190.66,0,6285,4,194,4,1,2,1,NULL,433.98,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,1.0,0.0,3.0,1.0,1.0,7.0,NULL,NULL,NULL,0
17,129,NULL,NULL,31,122245,3,3.5,0,6.72,0.6225,5.12,221.37,0,6285,4,194,4,1,2,1,NULL,433.69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
17,129,NULL,NULL,31,136312,4,4,0,6.91,0.7394,5.49,301.98,0,6285,4,194,4,1,2,1,NULL,433.89,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,6225,2,3.5,0,3.85,0.029,4.95,108.26,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,15024,3,0,0,2.08,NULL,4.29,57.22,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,19748,3,4,0,4.19,NULL,4.92,71.14,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,1.0,0.0,81.0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,20383,3,0,0,3.74,NULL,4.74,85.06,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,21183,4,4,0,3.78,0.1496,5.04,102.07,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,24015,3,4,0,3.69,0.509,4.77,139.19,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,32232,2,0,0,3.78,NULL,4.95,20.11,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,33118,3,4,0,3.87,NULL,4.77,77.33,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,35574,2,0,0,3.81,NULL,4.49,66.5,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,36101,3,4.5,0,3.43,0.1363,4.79,57.22,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL,-1.0,0.0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,38976,2,0,0,3.91,NULL,4.32,20.11,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,38994,2,4,0,3.87,NULL,3.8,24.74,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,40534,3,4,0,4.2,NULL,4.75,74.23,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,48069,3,4.5,0,3.26,NULL,4.52,69.59,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,48813,3,0,0,3.71,NULL,3.95,37.12,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,58294,3,3.5,0,3.91,0.5598,4.89,78.87,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,61662,3,3.5,0,4.04,0.537,4.54,47.94,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL,-1.0,0.0,14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
21,55,NULL,NULL,216,73519,3,4,0,4.03,0.5771,4.59,54.13,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,73547,3,0,0,4.04,0.5969,4.98,103.62,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,82632,4,4.5,0,3.85,0.5697,5.4,126.82,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,88685,2,4,0,4.14,0.4154,4.56,72.69,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,92347,3,4,0,3.58,NULL,4.51,46.4,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,93867,3,0,0,3.99,0.0897,5.05,60.32,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,102266,3,4.5,0,3.78,NULL,4.79,171.67,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,111509,3,2.5,0,4.26,0.1405,4.77,94.34,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,119830,3,4,0,3.83,NULL,5.29,89.7,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,120188,3,4,0,3.89,0.5367,4.86,71.14,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,128170,3,4.5,0,4.04,0.6075,4.77,64.96,1,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,2.0,NULL,1.0,NULL,1.0,0.0,17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
21,55,NULL,NULL,216,138307,4,0,0,3.85,NULL,5.47,119.08,0,18161,4,62,1,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,3.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
25,219,NULL,NULL,219,2863,3,4,1,1.95,0.027,4.51,68,0,3735,1,0,2,0,1,0,NULL,766.18,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,12255,2,4.5,1,2.4,0.0078,4.75,78,0,3735,1,0,2,0,1,0,NULL,766.53,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,20707,4,4,0,2.2,0.089,4.87,48,1,3735,1,0,2,0,1,0,NULL,767.4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
25,219,NULL,NULL,219,22710,3,3.5,0,2.2,0.1054,4.4,47,1,3735,1,0,2,0,1,0,NULL,766.48,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,1.0,0.0,17.0,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,23228,4,4,0,3.26,0.3676,4.44,42,1,3735,1,0,2,0,1,0,NULL,767.86,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,1
25,219,NULL,NULL,219,30829,2,3.5,1,1.39,0.0034,4.22,55,0,3735,1,0,2,0,1,0,NULL,767.03,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,50684,3,3.5,1,1.61,0.0014,4.85,110,0,3735,1,0,2,0,1,0,NULL,764.04,0,NULL,NULL,NULL,0.0,0.0,NULL,-1.0,0.0,7.0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,53298,2,3.5,0,3.14,0.0655,4.54,53,1,3735,1,0,2,0,1,0,NULL,767.92,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,54036,3,4.5,1,1.79,0.005,4.87,109,0,3735,1,0,2,0,1,0,NULL,765.87,0,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,54226,4,4,0,1.79,0.0559,4.76,45,0,3735,1,0,2,0,1,0,NULL,767.26,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,56370,2,3.5,1,1.39,0.0034,4.32,65,0,3735,1,0,2,0,1,0,NULL,767.02,0,NULL,NULL,NULL,1.0,0.0,7.0,1.0,0.0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,7.0,0
25,219,NULL,NULL,219,61189,3,4,0,1.39,0.0148,4.21,40,0,3735,1,0,2,0,1,0,NULL,763.54,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,61885,3,3.5,1,1.79,0.0061,5.72,139,0,3735,1,0,2,0,1,0,NULL,766.02,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,63731,3,5,1,0.69,5.0E-4,5.27,119,0,3735,1,0,2,0,1,0,NULL,761.97,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,-1.0,0.0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,16.0,0
25,219,NULL,NULL,219,65623,3,4,1,2.3,0.0153,4.92,110,0,3735,1,0,2,0,1,0,NULL,766.33,0,NULL,NULL,NULL,0.0,0.0,NULL,-1.0,0.0,4.0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,66171,3,4,1,2.08,0.0181,4.41,65,0,3735,1,0,2,0,1,0,NULL,766.33,0,NULL,NULL,NULL,0.0,0.0,NULL,-1.0,0.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,66209,4,4,1,3.26,0.2481,4.17,32,1,3735,1,0,2,0,1,0,NULL,767.78,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,68528,4,4,0,2.08,0.205,4.29,49,1,3735,1,0,2,0,1,0,NULL,766.29,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,69645,2,3.5,1,1.39,0.0012,4.18,75,0,3735,1,0,2,0,1,0,NULL,762.43,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,79870,2,4,1,2.2,0.1053,4.06,37,1,3735,1,0,2,0,1,0,NULL,766.48,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,81772,3,3.5,0,3.22,0.2775,4.16,29,0,3735,1,0,2,0,1,0,NULL,768.08,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,83281,2,3.5,1,2.08,0.0555,4.37,45,0,3735,1,0,2,0,1,0,NULL,767.35,0,NULL,NULL,NULL,1.0,0.0,11.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,88629,2,2.5,1,0.69,0.0017,4.23,35,0,3735,1,0,2,0,1,0,NULL,768.04,0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
25,219,NULL,NULL,219,91587,3,4.5,1,1.61,0.0213,4.93,129,0,3735,1,0,2,0,1,0,NULL,766.24,0,NULL,NULL,NULL,0.0,0.0,NULL,-1.0,0.0,10.0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,112716,4,4,0,1.61,0.0512,4.42,48,0,3735,1,0,2,0,1,0,NULL,764.98,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,118859,3,4,1,3.26,0.3584,4.45,27,1,3735,1,0,2,0,1,0,NULL,767.93,0,NULL,NULL,NULL,1.0,0.0,19.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,120046,4,4,0,3.26,0.0955,4.68,50,0,3735,1,0,2,0,1,0,NULL,767.68,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,120328,2,3.5,1,1.79,0.0061,4.52,62,0,3735,1,0,2,0,1,0,NULL,766.02,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,122279,2,3,1,3.04,0.008,4.2,38,0,3735,1,0,2,0,1,0,NULL,767.34,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,125384,3,3.5,1,2.77,0.0071,4.49,60,0,3735,1,0,2,0,1,0,NULL,767.08,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,1.0,0.0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,126136,4,4,0,3.26,0.3928,4.65,39,0,3735,1,0,2,0,1,0,NULL,767.93,0,NULL,NULL,NULL,0.0,0.0,NULL,1.0,0.0,2.0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,126803,2,4,1,1.61,NULL,4.18,60,0,3735,1,0,2,0,1,0,NULL,767.55,0,NULL,NULL,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
25,219,NULL,NULL,219,133065,3,5,1,1.79,0.006,4.75,109,0,3735,1,0,2,0,1,0,NULL,765.76,0,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
28,219,NULL,NULL,219,5739,4,4.5,1,2.64,0.0468,5.38,110,1,24232,3,27,1,0,1,0,NULL,116.36,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,31.0,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
28,219,NULL,NULL,219,11244,2,3,1,2.2,0.0105,4.65,54,1,24232,3,27,1,0,1,0,NULL,115.24,0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
28,219,NULL,NULL,219,11726,3,4,1,2.64,0.0178,5.24,89,0,24232,3,27,1,0,1,0,NULL,115.75,0,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL,0
28,219,NULL,NULL,219,13996,4,4,1,2.89,0.0491,5.07,85,0,24232,3,27,1,0,1,0,NULL,116.14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,-1.0,0.0,9.0,1
